	p_1_nl	p_1_fol	p_2_nl	p_2_fol	h_nl	h_fol	label	exception
1173	The lady is slicing up the meat	exists x. exists y. (Lady(x) & Meat(y) & Slicing(x, y))			The lady isn't slicing up the meat	not exists x. (Lady(x) & SlicingMeat(x))	c	[WinError 193] %1 is not a valid Win32 application
1174	The lady is eating slices of meat	exists x. (Lady(x) & Eating(x, Meat))			The lady is slicing up the meat	exists x. exists y. (Lady(x) & Meat(y) & Slicing(x, y))	n	[WinError 193] %1 is not a valid Win32 application
1175	The lady is cracking an egg for the mixer	exists x. exists y. (Lady(x) & Egg(y) & Cracks(x, y) & For(x, Mixer))			The lady is eating slices of meat	exists x. (Lady(x) & Eating(x, Meat))	n	[WinError 193] %1 is not a valid Win32 application
1176	Some ferrets are climbing down from a shelf	exists x. (Ferret(x) & ClimbingDownFromShelf(x))			Ferrets are climbing down from a shelf	all x. (Ferret(x) -> ClimbingDownFromShelf(x))	e	[WinError 193] %1 is not a valid Win32 application
1177	A few ferrets are climbing out of the cage	exists x.exists y. (Ferret(x) & Cage(y) & ClimbingOutOf(x, y))			Several ferrets are climbing out of the cage	exists x.exists y.exists z. (Ferret(x) & Ferret(y) & Ferret(z) & ClimbingOutOfCage(x) & ClimbingOutOfCage(y) & ClimbingOutOfCage(z))	e	[WinError 193] %1 is not a valid Win32 application
1178	Some ferrets are climbing down from a shelf	exists x. (Ferret(x) & ClimbingDownFromShelf(x))			Several ferrets are climbing out of the cage	exists x.exists y.exists z. (Ferret(x) & Ferret(y) & Ferret(z) & ClimbingOutOfCage(x) & ClimbingOutOfCage(y) & ClimbingOutOfCage(z))	n	[WinError 193] %1 is not a valid Win32 application
1179	Ferrets are climbing down from a shelf	all x. (Ferret(x) -> ClimbingDownFromShelf(x))			Several ferrets are climbing out of the cage	exists x.exists y.exists z. (Ferret(x) & Ferret(y) & Ferret(z) & ClimbingOutOfCage(x) & ClimbingOutOfCage(y) & ClimbingOutOfCage(z))	n	[WinError 193] %1 is not a valid Win32 application
1180	A man is getting into an automobile	exists x. exists y. (Man(x) & Automobile(y) & GettingInto(x, y))			A man is getting into a car	exists x. exists y. (Man(x) & Car(y) & GettingInto(x, y))	e	[WinError 193] %1 is not a valid Win32 application
1181	A man is hurriedly getting into a car in a garage	exists x. exists y. exists z. (Man(x) & Car(y) & Garage(z) & HurriedlyGettingInto(x, y, z))			A man is getting into a car in a garage	exists x. exists y. exists z. (Man(x) & Car(y) & Garage(z) & GettingInto(x, y, z))	e	[WinError 193] %1 is not a valid Win32 application
1182	A man is getting a garage for the car	exists x. exists y. (Man(x) & Car(y) & Garage(z) & Buying(x, z) & For(z, y))			A man is getting into a car	exists x. exists y. (Man(x) & Car(y) & GettingInto(x, y))	n	[WinError 193] %1 is not a valid Win32 application
1183	A man is getting into a car in a garage	exists x. exists y. exists z. (Man(x) & Car(y) & Garage(z) & GettingInto(x, y, z))			A man is getting off the car	exists x. (Man(x) & GettingOffCar(x))	n	[WinError 193] %1 is not a valid Win32 application
1184	A person is cutting a capsicum into pieces	exists x. exists y. (Person(x) & Capsicum(y) & Cutting(x, y))			A capsicum is being cut into pieces by a person	all x.all y. (Capsicum(x) & Person(y) -> Cutting(y, x))	e	[WinError 193] %1 is not a valid Win32 application
1185	A person is cutting a capsicum into pieces	exists x. exists y. (Person(x) & Capsicum(y) & Cutting(x, y))			One person is slicing a clove of garlic into pieces	exists x. (Person(x) & Slicing(x, garlic))	n	[WinError 193] %1 is not a valid Win32 application
1186	A person is cutting a capsicum into pieces	exists x. exists y. (Person(x) & Capsicum(y) & Cutting(x, y))			The person is not slicing a clove of garlic into pieces	not exists x. (Person(x) & Slicing(x, garlic))	e	[WinError 193] %1 is not a valid Win32 application
1187	Nobody is cutting a capsicum into pieces	not exists x. (CuttingCapsicum(x))			The person is slicing a clove of garlic into pieces	exists x. (Person(x) & Slicing(x, garlic) & IntoPieces(x))	n	[WinError 193] %1 is not a valid Win32 application
1188	The person is slicing a clove of garlic into pieces	exists x. (Person(x) & Slicing(x, garlic) & IntoPieces(x))			A person is cutting a capsicum into pieces	exists x. exists y. (Person(x) & Capsicum(y) & Cutting(x, y))	n	[WinError 193] %1 is not a valid Win32 application
1189	There is no man singing and playing the guitar	not exists x. (Man(x) & Singing(x) & PlayingGuitar(x))			The man is singing and playing the guitar	exists x. (Man(x) & Singing(x) & PlayingGuitar(x))	c	[WinError 193] %1 is not a valid Win32 application
1190	The man is singing and playing the guitar	exists x. (Man(x) & Singing(x) & PlayingGuitar(x))			A man is playing a guitar	exists x. (Man(x) & PlayingGuitar(x))	e	[WinError 193] %1 is not a valid Win32 application
1191	The person is boiling noodles	Boiling(person, noodles)			A person is boiling noodles	exists x. (Person(x) & BoilingNoodles(x))	e	[WinError 193] %1 is not a valid Win32 application
1192	A person is boiling noodles	exists x. (Person(x) & BoilingNoodles(x))			There is no person boiling noodles	not exists x. (Person(x) & BoilingNoodles(x))	c	[WinError 193] %1 is not a valid Win32 application
1193	A woman is drying noodles	exists x. (Woman(x) & DryingNoodles(x))			A woman is boiling noodles in water	exists x. (Woman(x) & BoilingNoodles(x))	n	[WinError 193] %1 is not a valid Win32 application
1194	A woman is drying noodles	exists x. (Woman(x) & DryingNoodles(x))			A person is boiling noodles	exists x. (Person(x) & BoilingNoodles(x))	n	[WinError 193] %1 is not a valid Win32 application
1195	A woman is boiling noodles in water	exists x. (Woman(x) & BoilingNoodles(x))			The person is boiling noodles	Boiling(person, noodles)	e	[WinError 193] %1 is not a valid Win32 application
1196	There is no person boiling noodles	not exists x. (Person(x) & BoilingNoodles(x))			A woman is boiling noodles in water	exists x. (Woman(x) & BoilingNoodles(x))	c	[WinError 193] %1 is not a valid Win32 application
1197	A woman is boiling noodles in water	exists x. (Woman(x) & BoilingNoodles(x))			A person is boiling noodles	exists x. (Person(x) & BoilingNoodles(x))	e	[WinError 193] %1 is not a valid Win32 application
1198	A karate practitioner is kicking at another man who is wearing protective boxing gloves	all x.all y. (KaratePractitioner(x) & Man(y) & WearingProtectiveBoxingGloves(y) -> Kicking(x, y))			A karate practitioner is kicking at another man who is wearing protective gloves for boxing	all x.all y. (KaratePractitioner(x) & Man(y) & WearingProtectiveGloves(y) -> Kicking(x, y))	e	[WinError 193] %1 is not a valid Win32 application
1199	The man is clumsily kick boxing with a trainer	all x.all y. (Man(x) & Trainer(y) -> ClumsilyKickBoxing(x, y))			The man is kick boxing with a trainer	all x.all y. (Man(x) & Trainer(y) -> KickBoxingWith(x, y))	e	[WinError 193] %1 is not a valid Win32 application
1200	The man is not kick boxing with a trainer	not exists x. (Man(x) & Trainer(y) & KickBoxing(x, y))			The man is kick boxing with a trainer	all x.all y. (Man(x) & Trainer(y) -> KickBoxingWith(x, y))	c	[WinError 193] %1 is not a valid Win32 application
1201	The man is kicking a boxing trainer	exists x. exists y. (Man(x) & BoxingTrainer(y) & Kicking(x, y))			The man is kick boxing with a trainer	all x.all y. (Man(x) & Trainer(y) -> KickBoxingWith(x, y))	e	[WinError 193] %1 is not a valid Win32 application
1202	The man is clumsily kick boxing with a trainer	all x.all y. (Man(x) & Trainer(y) -> ClumsilyKickBoxing(x, y))			A karate practitioner is kicking at another man who is wearing protective boxing gloves	all x.all y. (KaratePractitioner(x) & Man(y) & WearingProtectiveBoxingGloves(y) -> Kicking(x, y))	n	[WinError 193] %1 is not a valid Win32 application
1203	The man is kicking a boxing trainer	exists x. exists y. (Man(x) & BoxingTrainer(y) & Kicking(x, y))			A karate practitioner is kicking at another man who is wearing protective boxing gloves	all x.all y. (KaratePractitioner(x) & Man(y) & WearingProtectiveBoxingGloves(y) -> Kicking(x, y))	n	[WinError 193] %1 is not a valid Win32 application
1204	A woman on a boulder is lying on a blanket and reading a book	all x.all y.all z. (Woman(x) & Boulder(y) & Blanket(z) -> (LyingOn(x, y, z) & ReadingBook(x)))			A woman on a rock is lying on a blanket and reading a book	all x.all y.all z. (Woman(x) & Rock(y) & Blanket(z) -> (LyingOn(x, y, z) & ReadingBook(x)))	e	[WinError 193] %1 is not a valid Win32 application
1205	A seated woman is singing a song and playing the guitar	all x. (SeatedWoman(x) -> (exists y. (Song(y) & Singing(x, y)) & exists z. (Guitar(z) & Playing(x, z))))			A woman on a rock is standing and looking around	all x. (Woman(x) & OnRock(x) -> (Standing(x) & LookingAround(x)))	n	[WinError 193] %1 is not a valid Win32 application
1206	A woman on a rock is lying on a blanket and reading a book	all x.all y.all z. (Woman(x) & Rock(y) & Blanket(z) -> (LyingOn(x, y, z) & ReadingBook(x)))			A woman, who is seated, is singing a song and playing the guitar	all x. (Woman(x) & Seated(x) -> (Singing(x) & PlayingGuitar(x)))	n	[WinError 193] %1 is not a valid Win32 application
1207	A woman on a rock is lying on a blanket and reading a book	all x.all y.all z. (Woman(x) & Rock(y) & Blanket(z) -> (LyingOn(x, y, z) & ReadingBook(x)))			There is no seated woman singing a song and playing the guitar	not exists x. (Woman(x) & Seated(x) & Singing(x) & PlayingGuitar(x))	n	[WinError 193] %1 is not a valid Win32 application
1208	A man is packing away an acoustic guitar	exists x. exists y. (Man(x) & AcousticGuitar(y) & PackingAway(x, y))			A man is playing an acoustic guitar	exists x. (Man(x) & PlayingAcousticGuitar(x))	n	[WinError 193] %1 is not a valid Win32 application
1209	The woman is playing a guitar which is electric	all x.all y. (Woman(x) & Guitar(y) & Electric(y) -> Playing(x, y))			The woman is playing an electric guitar	exists x. (Woman(x) & ElectricGuitar(x))	e	[WinError 193] %1 is not a valid Win32 application
1210	The woman is playing an electric guitar	exists x. (Woman(x) & ElectricGuitar(x))			A man is playing a guitar that is acoustic	all x.all y. (Man(x) & Guitar(y) & Acoustic(y) -> Playing(x, y))	n	[WinError 193] %1 is not a valid Win32 application
1211	The woman is playing an electric guitar	exists x. (Woman(x) & ElectricGuitar(x))			A man is playing an acoustic guitar	exists x. (Man(x) & PlayingAcousticGuitar(x))	n	[WinError 193] %1 is not a valid Win32 application
1212	The woman is cracking eggs into a bowl	exists x. (Woman(x) & CracksEggs(x))			Eggs are being cracked into a bowl by the woman	all x.all y. (Egg(x) & Woman(y) -> CracksIntoBowl(y, x))	e	[WinError 193] %1 is not a valid Win32 application
1213	The lady is breaking eggs that are raw into a bowl	all x.all y.all z. (Lady(x) & Egg(y) & Bowl(z) -> BreaksRawEggsInto(x, y, z))			The woman is cracking eggs into a bowl	exists x. (Woman(x) & CracksEggs(x))	e	[WinError 193] %1 is not a valid Win32 application
1214	A soccer player is scoring a goal	all x. (SoccerPlayer(x) -> ScoringGoal(x))			A player of soccer is scoring a goal	all x. (Player(x) & Soccer(x) -> ScoringGoal(x))	e	[WinError 193] %1 is not a valid Win32 application
1215	A soccer player is scoring a goal	all x. (SoccerPlayer(x) -> ScoringGoal(x))			A soccer player is missing a goal	exists x. (SoccerPlayer(x) & MissingGoal(x))	n	[WinError 193] %1 is not a valid Win32 application
1216	Soccer players are kicking a soccer ball into the goal	all x.all y.all z. (SoccerPlayer(x) & SoccerBall(y) & Goal(z) -> KicksInto(x, y, z))			There are no soccer players kicking a soccer ball into the goal	not exists x. (SoccerPlayer(x) & KicksSoccerBall(x) & IntoGoal(x))	c	[WinError 193] %1 is not a valid Win32 application
1217	Some people who play soccer are kicking a soccer ball into the goal	exists x. (Person(x) & PlaysSoccer(x) & KicksSoccerBall(x))			A soccer player is scoring a goal	all x. (SoccerPlayer(x) -> ScoringGoal(x))	n	[WinError 193] %1 is not a valid Win32 application
1218	A soccer player is scoring a goal	all x. (SoccerPlayer(x) -> ScoringGoal(x))			There are no soccer players kicking a soccer ball into the goal	not exists x. (SoccerPlayer(x) & KicksSoccerBall(x) & IntoGoal(x))	c	[WinError 193] %1 is not a valid Win32 application
1219	A player of soccer is scoring a goal	all x. (Player(x) & Soccer(x) -> ScoringGoal(x))			Soccer players are kicking a soccer ball into the goal	all x.all y.all z. (SoccerPlayer(x) & SoccerBall(y) & Goal(z) -> KicksInto(x, y, z))	e	[WinError 193] %1 is not a valid Win32 application
1220	Soccer players are kicking a soccer ball into the goal	all x.all y.all z. (SoccerPlayer(x) & SoccerBall(y) & Goal(z) -> KicksInto(x, y, z))			A soccer player is missing a goal	exists x. (SoccerPlayer(x) & MissingGoal(x))	n	[WinError 193] %1 is not a valid Win32 application
1221	A man and a woman are eating	exists x. exists y. (Man(x) & Woman(y) & Eating(x) & Eating(y))			A man and a woman are not eating	all x. all y. (Man(x) & Woman(y) -> not Eating(x) & not Eating(y))	c	[WinError 193] %1 is not a valid Win32 application
1222	A man and woman are talking	exists x. exists y. (Man(x) & Woman(y) & Talking(x, y))			A man and a woman are silent	exists x. exists y. (Man(x) & Woman(y) & Silent(x) & Silent(y))	c	[WinError 193] %1 is not a valid Win32 application
1223	A man and a woman are eating	exists x. exists y. (Man(x) & Woman(y) & Eating(x) & Eating(y))			A man and a woman are having a conversation	exists x. exists y. (Man(x) & Woman(y) & Conversation(x, y))	n	[WinError 193] %1 is not a valid Win32 application
1224	A man and a woman are silent	exists x. exists y. (Man(x) & Woman(y) & Silent(x) & Silent(y))			A man and a woman are eating	exists x. exists y. (Man(x) & Woman(y) & Eating(x) & Eating(y))	n	[WinError 193] %1 is not a valid Win32 application
1225	A man and a woman are eating	exists x. exists y. (Man(x) & Woman(y) & Eating(x) & Eating(y))			A man and woman are talking	exists x. exists y. (Man(x) & Woman(y) & Talking(x, y))	n	[WinError 193] %1 is not a valid Win32 application
1226	There is no person pouring olive oil into a pot on the stove	not exists x. (Person(x) & PouringOliveOil(x) & IntoPot(x) & OnStove(x))			A person is pouring olive oil into a pot on the stove	exists x. exists y. exists z. (Person(x) & OliveOil(y) & Pot(z) & PouringInto(x, y, z))	c	[WinError 193] %1 is not a valid Win32 application
1227	A person is pouring olive oil into a pot on the stove	exists x. exists y. exists z. (Person(x) & OliveOil(y) & Pot(z) & PouringInto(x, y, z))			A person is pouring oil for cooking into a pot	all x. all y. all z. (Person(x) & Oil(y) & Pot(z) -> PoursInto(x, y, z))	e	[WinError 193] %1 is not a valid Win32 application
1228	A person is cleaning a pot of cooking oil	exists x. (Person(x) & Cleaning(x, pot) & CookingOil(pot))			A person is pouring olive oil into a pot on the stove	exists x. exists y. exists z. (Person(x) & OliveOil(y) & Pot(z) & PouringInto(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
1229	A person is pouring oil made with olives into a pot on the stove	all x.all y.all z. (Person(x) & Oil(y) & Pot(z) & MadeWithOlives(y) -> PoursInto(x, y, z))			A person is pouring cooking oil into a pot	all x. all y. all z. (Person(x) & CookingOil(y) & Pot(z) -> PouringInto(x, y, z))	e	[WinError 193] %1 is not a valid Win32 application
1230	There is no person pouring olive oil into a pot on the stove	not exists x. (Person(x) & PouringOliveOil(x) & IntoPot(x) & OnStove(x))			A person is pouring cooking oil into a pot	all x. all y. all z. (Person(x) & CookingOil(y) & Pot(z) -> PouringInto(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
